LineId,EventId,OriginalLog,TemplateGeneric,TemplateAnnotated,VariablesJson,Output,OutputTemplateGeneric,OutputTemplateAnnotated,OutputVariablesJson
962,E10,81110 215117 15436 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-966013175018359901 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""215117"", ""PID"": ""15436"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""2"", ""BLOCK_ID"": ""-966013175018359901""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<NUMBER_5> terminating"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215117"", ""NUMBER_3"": ""15436"", ""NUMBER_4"": ""2"", ""NUMBER_5"": ""-966013175018359901""}, ""original_log"": ""81110 215117 15436 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-966013175018359901 terminating""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block blk_<*> terminating,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<NUMBER_5> terminating,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215117"", ""NUMBER_3"": ""15436"", ""NUMBER_4"": ""2"", ""NUMBER_5"": ""-966013175018359901""}"
963,E7,81110 215253 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_-6802153775367591521,<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /<FILE_PATH>/part-<PART_ID>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""215253"", ""PID"": ""35"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""FILE_PATH"": ""user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0"", ""PART_ID"": ""01655"", ""BLOCK_ID"": ""-6802153775367591521""}","{""template"": ""<NUMBER> <NUMBER> <NUMBER> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <PATH> blk_<BLOCK_ID>"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215253"", ""NUMBER_3"": ""35"", ""PATH"": ""/user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655"", ""BLOCK_ID"": ""-6802153775367591521""}, ""original_log"": ""81110 215253 35 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655. blk_-6802153775367591521""}",<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <*> blk_<*>,<NUMBER> <NUMBER> <NUMBER> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: <PATH> blk_<BLOCK_ID>,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215253"", ""NUMBER_3"": ""35"", ""PATH"": ""/user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655"", ""BLOCK_ID"": ""-6802153775367591521""}"
964,E11,81110 215310 15040 INFO dfs.DataNode$PacketResponder: Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166,<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""215310"", ""PID"": ""15040"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""-3300851862683571086"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.203.166""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215310"", ""ID_3"": ""15040"", ""BLOCK_ID"": ""-3300851862683571086"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.203.166""}, ""original_log"": ""81110 215310 15040 INFO dfs.DataNode$PacketResponder: Received block blk_-3300851862683571086 of size 67108864 from /10.251.203.166""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block blk_<*> of size <*> from /<*>,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""ID_1"": ""81110"", ""ID_2"": ""215310"", ""ID_3"": ""15040"", ""BLOCK_ID"": ""-3300851862683571086"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.203.166""}"
965,E6,81110 215310 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864,<*> <*> <*> <*> <*>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to blk_<BLOCK_ID> size <SIZE>,"{""DATE"": ""81110"", ""TIME"": ""215310"", ""PID"": ""34"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""IP_ADDRESS"": ""10.251.105.189"", ""PORT"": ""50010"", ""BLOCK_ID"": ""-2035996502664501008"", ""SIZE"": ""67108864""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to <BLOCK_ID> size <SIZE>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215310"", ""ID_3"": ""34"", ""IP_ADDRESS"": ""10.251.105.189"", ""PORT"": ""50010"", ""BLOCK_ID"": ""blk_-2035996502664501008"", ""SIZE"": ""67108864""}, ""original_log"": ""81110 215310 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864""}",<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to <*> size <*>,<ID_1> <ID_2> <ID_3> INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: <IP_ADDRESS>:<PORT> is added to <BLOCK_ID> size <SIZE>,"{""ID_1"": ""81110"", ""ID_2"": ""215310"", ""ID_3"": ""34"", ""IP_ADDRESS"": ""10.251.105.189"", ""PORT"": ""50010"", ""BLOCK_ID"": ""blk_-2035996502664501008"", ""SIZE"": ""67108864""}"
966,E13,81110 215357 15296 INFO dfs.DataNode$DataXceiver: Receiving block blk_8222237992861447018 src: /10.251.203.4:60086 dest: /10.251.203.4:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""215357"", ""PID"": ""15296"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""8222237992861447018"", ""SRC_IP_ADDRESS"": ""10.251.203.4"", ""SRC_PORT"": ""60086"", ""DEST_IP_ADDRESS"": ""10.251.203.4"", ""DEST_PORT"": ""50010""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215357"", ""ID_3"": ""15296"", ""BLOCK_ID"": ""8222237992861447018"", ""IP_ADDRESS_1"": ""10.251.203.4"", ""PORT_1"": ""60086"", ""IP_ADDRESS_2"": ""10.251.203.4"", ""PORT_2"": ""50010""}, ""original_log"": ""81110 215357 15296 INFO dfs.DataNode$DataXceiver: Receiving block blk_8222237992861447018 src: /10.251.203.4:60086 dest: /10.251.203.4:50010""}",<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>,"{""ID_1"": ""81110"", ""ID_2"": ""215357"", ""ID_3"": ""15296"", ""BLOCK_ID"": ""8222237992861447018"", ""IP_ADDRESS_1"": ""10.251.203.4"", ""PORT_1"": ""60086"", ""IP_ADDRESS_2"": ""10.251.203.4"", ""PORT_2"": ""50010""}"
967,E13,81110 215546 15564 INFO dfs.DataNode$DataXceiver: Receiving block blk_6556854018013706836 src: /10.251.202.134:48721 dest: /10.251.202.134:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""215546"", ""PID"": ""15564"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""6556854018013706836"", ""SRC_IP_ADDRESS"": ""10.251.202.134"", ""SRC_PORT"": ""48721"", ""DEST_IP_ADDRESS"": ""10.251.202.134"", ""DEST_PORT"": ""50010""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<NUMBER_4> src: /<IP_ADDRESS_1>:<NUMBER_5> dest: /<IP_ADDRESS_2>:<NUMBER_6>"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215546"", ""NUMBER_3"": ""15564"", ""NUMBER_4"": ""6556854018013706836"", ""IP_ADDRESS_1"": ""10.251.202.134"", ""NUMBER_5"": ""48721"", ""IP_ADDRESS_2"": ""10.251.202.134"", ""NUMBER_6"": ""50010""}, ""original_log"": ""81110 215546 15564 INFO dfs.DataNode$DataXceiver: Receiving block blk_6556854018013706836 src: /10.251.202.134:48721 dest: /10.251.202.134:50010""}",<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<NUMBER_4> src: /<IP_ADDRESS_1>:<NUMBER_5> dest: /<IP_ADDRESS_2>:<NUMBER_6>,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215546"", ""NUMBER_3"": ""15564"", ""NUMBER_4"": ""6556854018013706836"", ""IP_ADDRESS_1"": ""10.251.202.134"", ""NUMBER_5"": ""48721"", ""IP_ADDRESS_2"": ""10.251.202.134"", ""NUMBER_6"": ""50010""}"
968,E11,81110 215546 15644 INFO dfs.DataNode$PacketResponder: Received block blk_8302956190102508375 of size 67108864 from /10.251.109.236,<*> <*> <*> <*> <*>: Received block blk_<*> of size <*> from /<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""DATE"": ""81110"", ""TIME"": ""215546"", ""PID"": ""15644"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""BLOCK_ID"": ""8302956190102508375"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.109.236""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215546"", ""ID_3"": ""15644"", ""BLOCK_ID"": ""8302956190102508375"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.109.236""}, ""original_log"": ""81110 215546 15644 INFO dfs.DataNode$PacketResponder: Received block blk_8302956190102508375 of size 67108864 from /10.251.109.236""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: Received block blk_<*> of size <*> from /<*>,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: Received block blk_<BLOCK_ID> of size <SIZE> from /<IP_ADDRESS>,"{""ID_1"": ""81110"", ""ID_2"": ""215546"", ""ID_3"": ""15644"", ""BLOCK_ID"": ""8302956190102508375"", ""SIZE"": ""67108864"", ""IP_ADDRESS"": ""10.251.109.236""}"
969,E13,81110 215654 15437 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2583370070230800221 src: /10.251.31.160:58714 dest: /10.251.31.160:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""215654"", ""PID"": ""15437"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""-2583370070230800221"", ""SRC_IP_ADDRESS"": ""10.251.31.160"", ""SRC_PORT"": ""58714"", ""DEST_IP_ADDRESS"": ""10.251.31.160"", ""DEST_PORT"": ""50010""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215654"", ""ID_3"": ""15437"", ""BLOCK_ID"": ""-2583370070230800221"", ""IP_ADDRESS_1"": ""10.251.31.160"", ""PORT_1"": ""58714"", ""IP_ADDRESS_2"": ""10.251.31.160"", ""PORT_2"": ""50010""}, ""original_log"": ""81110 215654 15437 INFO dfs.DataNode$DataXceiver: Receiving block blk_-2583370070230800221 src: /10.251.31.160:58714 dest: /10.251.31.160:50010""}",<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>,"{""ID_1"": ""81110"", ""ID_2"": ""215654"", ""ID_3"": ""15437"", ""BLOCK_ID"": ""-2583370070230800221"", ""IP_ADDRESS_1"": ""10.251.31.160"", ""PORT_1"": ""58714"", ""IP_ADDRESS_2"": ""10.251.31.160"", ""PORT_2"": ""50010""}"
970,E13,81110 215722 15450 INFO dfs.DataNode$DataXceiver: Receiving block blk_392347292517057138 src: /10.251.31.160:58721 dest: /10.251.31.160:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""215722"", ""PID"": ""15450"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""392347292517057138"", ""SRC_IP_ADDRESS"": ""10.251.31.160"", ""SRC_PORT"": ""58721"", ""DEST_IP_ADDRESS"": ""10.251.31.160"", ""DEST_PORT"": ""50010""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215722"", ""NUMBER_3"": ""15450"", ""BLOCK_ID"": ""392347292517057138"", ""IP_ADDRESS_1"": ""10.251.31.160"", ""PORT_1"": ""58721"", ""IP_ADDRESS_2"": ""10.251.31.160"", ""PORT_2"": ""50010""}, ""original_log"": ""81110 215722 15450 INFO dfs.DataNode$DataXceiver: Receiving block blk_392347292517057138 src: /10.251.31.160:58721 dest: /10.251.31.160:50010""}",<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215722"", ""NUMBER_3"": ""15450"", ""BLOCK_ID"": ""392347292517057138"", ""IP_ADDRESS_1"": ""10.251.31.160"", ""PORT_1"": ""58721"", ""IP_ADDRESS_2"": ""10.251.31.160"", ""PORT_2"": ""50010""}"
971,E10,81110 215726 15711 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1639683981444528748 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""215726"", ""PID"": ""15711"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""2"", ""BLOCK_ID"": ""1639683981444528748""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<BLOCK_ID> terminating"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215726"", ""NUMBER_3"": ""15711"", ""NUMBER_4"": ""2"", ""BLOCK_ID"": ""1639683981444528748""}, ""original_log"": ""81110 215726 15711 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_1639683981444528748 terminating""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block blk_<*> terminating,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<BLOCK_ID> terminating,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215726"", ""NUMBER_3"": ""15711"", ""NUMBER_4"": ""2"", ""BLOCK_ID"": ""1639683981444528748""}"
972,E13,81110 215726 15721 INFO dfs.DataNode$DataXceiver: Receiving block blk_5525607749827896334 src: /10.251.66.102:33326 dest: /10.251.66.102:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""215726"", ""PID"": ""15721"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""5525607749827896334"", ""SRC_IP_ADDRESS"": ""10.251.66.102"", ""SRC_PORT"": ""33326"", ""DEST_IP_ADDRESS"": ""10.251.66.102"", ""DEST_PORT"": ""50010""}","{""template"": ""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>"", ""variables"": {""ID_1"": ""81110"", ""ID_2"": ""215726"", ""ID_3"": ""15721"", ""BLOCK_ID"": ""5525607749827896334"", ""IP_ADDRESS_1"": ""10.251.66.102"", ""PORT_1"": ""33326"", ""IP_ADDRESS_2"": ""10.251.66.102"", ""PORT_2"": ""50010""}, ""original_log"": ""81110 215726 15721 INFO dfs.DataNode$DataXceiver: Receiving block blk_5525607749827896334 src: /10.251.66.102:33326 dest: /10.251.66.102:50010""}",<*> <*> <*> INFO dfs.DataNode$DataXceiver: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$DataXceiver: Receiving block blk_<BLOCK_ID> src: /<IP_ADDRESS_1>:<PORT_1> dest: /<IP_ADDRESS_2>:<PORT_2>,"{""ID_1"": ""81110"", ""ID_2"": ""215726"", ""ID_3"": ""15721"", ""BLOCK_ID"": ""5525607749827896334"", ""IP_ADDRESS_1"": ""10.251.66.102"", ""PORT_1"": ""33326"", ""IP_ADDRESS_2"": ""10.251.66.102"", ""PORT_2"": ""50010""}"
973,E10,81110 215806 15819 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_6809155287484296510 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""215806"", ""PID"": ""15819"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""0"", ""BLOCK_ID"": ""6809155287484296510""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<BLOCK_ID> terminating"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215806"", ""NUMBER_3"": ""15819"", ""NUMBER_4"": ""0"", ""BLOCK_ID"": ""6809155287484296510""}, ""original_log"": ""81110 215806 15819 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_6809155287484296510 terminating""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block blk_<*> terminating,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.DataNode$PacketResponder: PacketResponder <NUMBER_4> for block blk_<BLOCK_ID> terminating,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215806"", ""NUMBER_3"": ""15819"", ""NUMBER_4"": ""0"", ""BLOCK_ID"": ""6809155287484296510""}"
974,E10,81110 215813 15758 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5908283405801966540 terminating,<*> <*> <*> <*> <*>: PacketResponder <*> for block blk_<*> terminating,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: PacketResponder <PACKET_RESPONDER_NUM> for block blk_<BLOCK_ID> terminating,"{""DATE"": ""81110"", ""TIME"": ""215813"", ""PID"": ""15758"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$PacketResponder"", ""PACKET_RESPONDER_NUM"": ""2"", ""BLOCK_ID"": ""-5908283405801966540""}","{""template"":""<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: PacketResponder <ID_4> for block blk_<BLOCK_ID> terminating"",""variables"":{""ID_1"":""81110"",""ID_2"":""215813"",""ID_3"":""15758"",""ID_4"":""2"",""BLOCK_ID"":""-5908283405801966540""},""original_log"":""81110 215813 15758 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-5908283405801966540 terminating""}",<*> <*> <*> INFO dfs.DataNode$PacketResponder: PacketResponder <*> for block blk_<*> terminating,<ID_1> <ID_2> <ID_3> INFO dfs.DataNode$PacketResponder: PacketResponder <ID_4> for block blk_<BLOCK_ID> terminating,"{""ID_1"": ""81110"", ""ID_2"": ""215813"", ""ID_3"": ""15758"", ""ID_4"": ""2"", ""BLOCK_ID"": ""-5908283405801966540""}"
975,E7,81110 215817 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. blk_-4654885003331291932,<*> <*> <*> <*> <*>: BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: BLOCK* NameSystem.allocateBlock: /<FILE_PATH>/part-<PART_ID>. blk_<BLOCK_ID>,"{""DATE"": ""81110"", ""TIME"": ""215817"", ""PID"": ""27"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSNamesystem"", ""FILE_PATH"": ""user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0"", ""PART_ID"": ""01824"", ""BLOCK_ID"": ""-4654885003331291932""}","{""template"": ""<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_<NUMBER_4>_<NUMBER_5>_m_<NUMBER_6>_<NUMBER_7>/part-<NUMBER_8>. blk_<NUMBER_9>"", ""variables"": {""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215817"", ""NUMBER_3"": ""27"", ""NUMBER_4"": ""200811101024"", ""NUMBER_5"": ""0005"", ""NUMBER_6"": ""001824"", ""NUMBER_7"": ""0"", ""NUMBER_8"": ""01824"", ""NUMBER_9"": ""-4654885003331291932""}, ""original_log"": ""81110 215817 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. blk_-4654885003331291932""}",<*> <*> <*> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_<*>_<*>_m_<*>_<*>/part-<*>. blk_<*>,<NUMBER_1> <NUMBER_2> <NUMBER_3> INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_<NUMBER_4>_<NUMBER_5>_m_<NUMBER_6>_<NUMBER_7>/part-<NUMBER_8>. blk_<NUMBER_9>,"{""NUMBER_1"": ""81110"", ""NUMBER_2"": ""215817"", ""NUMBER_3"": ""27"", ""NUMBER_4"": ""200811101024"", ""NUMBER_5"": ""0005"", ""NUMBER_6"": ""001824"", ""NUMBER_7"": ""0"", ""NUMBER_8"": ""01824"", ""NUMBER_9"": ""-4654885003331291932""}"
