LineId,EventId,OriginalLog,TemplateGeneric,TemplateAnnotated,VariablesJson,Output,OutputTemplateGeneric,OutputTemplateAnnotated,OutputVariablesJson
845,E9,81110 210252 18 INFO dfs.FSDataset: Deleting block blk_-8949548167466276130 file /mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210252"", ""PID"": ""18"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-8949548167466276130"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir2"", ""BLOCK_ID_2"": ""-8949548167466276130""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210252"", ""PID"": ""18"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-8949548167466276130"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130""}, ""original_log"": ""81110 210252 18 INFO dfs.FSDataset: Deleting block blk_-8949548167466276130 file /mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210252"", ""PID"": ""18"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-8949548167466276130"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130""}"
846,E13,81110 210255 14644 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4831379247767940447 src: /10.251.65.237:42885 dest: /10.251.65.237:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""210255"", ""PID"": ""14644"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""-4831379247767940447"", ""SRC_IP_ADDRESS"": ""10.251.65.237"", ""SRC_PORT"": ""42885"", ""DEST_IP_ADDRESS"": ""10.251.65.237"", ""DEST_PORT"": ""50010""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210255"", ""PID"": ""14644"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""-4831379247767940447"", ""SRC_IP_ADDRESS"": ""10.251.65.237"", ""SRC_PORT"": ""42885"", ""DEST_IP_ADDRESS"": ""10.251.65.237"", ""DEST_PORT"": ""50010""}, ""original_log"": ""81110 210255 14644 INFO dfs.DataNode$DataXceiver: Receiving block blk_-4831379247767940447 src: /10.251.65.237:42885 dest: /10.251.65.237:50010""}",<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""210255"", ""PID"": ""14644"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""-4831379247767940447"", ""SRC_IP_ADDRESS"": ""10.251.65.237"", ""SRC_PORT"": ""42885"", ""DEST_IP_ADDRESS"": ""10.251.65.237"", ""DEST_PORT"": ""50010""}"
847,E9,81110 210259 19 INFO dfs.FSDataset: Deleting block blk_-7548149518969960333 file /mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210259"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-7548149518969960333"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir8"", ""BLOCK_ID_2"": ""-7548149518969960333""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210259"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-7548149518969960333"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333""}, ""original_log"": ""81110 210259 19 INFO dfs.FSDataset: Deleting block blk_-7548149518969960333 file /mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210259"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-7548149518969960333"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333""}"
848,E9,81110 210308 19 INFO dfs.FSDataset: Deleting block blk_-7353572928777348242 file /mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210308"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-7353572928777348242"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir22"", ""BLOCK_ID_2"": ""-7353572928777348242""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210308"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-7353572928777348242"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242""}, ""original_log"": ""81110 210308 19 INFO dfs.FSDataset: Deleting block blk_-7353572928777348242 file /mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210308"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-7353572928777348242"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242""}"
849,E9,81110 210330 19 INFO dfs.FSDataset: Deleting block blk_7206839389762980382 file /mnt/hadoop/dfs/data/current/subdir61/blk_7206839389762980382,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210330"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""7206839389762980382"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir61"", ""BLOCK_ID_2"": ""7206839389762980382""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210330"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7206839389762980382"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir61/blk_7206839389762980382""}, ""original_log"": ""81110 210330 19 INFO dfs.FSDataset: Deleting block blk_7206839389762980382 file /mnt/hadoop/dfs/data/current/subdir61/blk_7206839389762980382""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210330"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7206839389762980382"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir61/blk_7206839389762980382""}"
850,E9,81110 210339 19 INFO dfs.FSDataset: Deleting block blk_-9171803179611497035 file /mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210339"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-9171803179611497035"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir35"", ""BLOCK_ID_2"": ""-9171803179611497035""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210339"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-9171803179611497035"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035""}, ""original_log"": ""81110 210339 19 INFO dfs.FSDataset: Deleting block blk_-9171803179611497035 file /mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210339"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-9171803179611497035"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035""}"
851,E9,81110 210354 19 INFO dfs.FSDataset: Deleting block blk_-4598246018559857954 file /mnt/hadoop/dfs/data/current/subdir34/blk_-4598246018559857954,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-4598246018559857954"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir34"", ""BLOCK_ID_2"": ""-4598246018559857954""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-4598246018559857954"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir34/blk_-4598246018559857954""}, ""original_log"": ""81110 210354 19 INFO dfs.FSDataset: Deleting block blk_-4598246018559857954 file /mnt/hadoop/dfs/data/current/subdir34/blk_-4598246018559857954""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-4598246018559857954"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir34/blk_-4598246018559857954""}"
852,E9,81110 210354 19 INFO dfs.FSDataset: Deleting block blk_-6901909114834172466 file /mnt/hadoop/dfs/data/current/subdir57/blk_-6901909114834172466,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-6901909114834172466"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir57"", ""BLOCK_ID_2"": ""-6901909114834172466""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-6901909114834172466"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir57/blk_-6901909114834172466""}, ""original_log"": ""81110 210354 19 INFO dfs.FSDataset: Deleting block blk_-6901909114834172466 file /mnt/hadoop/dfs/data/current/subdir57/blk_-6901909114834172466""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210354"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-6901909114834172466"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir57/blk_-6901909114834172466""}"
853,E9,81110 210401 19 INFO dfs.FSDataset: Deleting block blk_-6075803209168884005 file /mnt/hadoop/dfs/data/current/subdir31/blk_-6075803209168884005,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-6075803209168884005"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir31"", ""BLOCK_ID_2"": ""-6075803209168884005""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-6075803209168884005"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir31/blk_-6075803209168884005""}, ""original_log"": ""81110 210401 19 INFO dfs.FSDataset: Deleting block blk_-6075803209168884005 file /mnt/hadoop/dfs/data/current/subdir31/blk_-6075803209168884005""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-6075803209168884005"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir31/blk_-6075803209168884005""}"
854,E9,81110 210401 19 INFO dfs.FSDataset: Deleting block blk_-8617088607862430908 file /mnt/hadoop/dfs/data/current/subdir53/blk_-8617088607862430908,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-8617088607862430908"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir53"", ""BLOCK_ID_2"": ""-8617088607862430908""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-8617088607862430908"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir53/blk_-8617088607862430908""}, ""original_log"": ""81110 210401 19 INFO dfs.FSDataset: Deleting block blk_-8617088607862430908 file /mnt/hadoop/dfs/data/current/subdir53/blk_-8617088607862430908""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210401"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-8617088607862430908"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir53/blk_-8617088607862430908""}"
855,E13,81110 210403 14498 INFO dfs.DataNode$DataXceiver: Receiving block blk_7347539858784653625 src: /10.250.11.194:46600 dest: /10.250.11.194:50010,<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""210403"", ""PID"": ""14498"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""7347539858784653625"", ""SRC_IP_ADDRESS"": ""10.250.11.194"", ""SRC_PORT"": ""46600"", ""DEST_IP_ADDRESS"": ""10.250.11.194"", ""DEST_PORT"": ""50010""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210403"", ""PID"": ""14498"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""7347539858784653625"", ""SRC_IP_ADDRESS"": ""10.250.11.194"", ""SRC_PORT"": ""46600"", ""DEST_IP_ADDRESS"": ""10.250.11.194"", ""DEST_PORT"": ""50010""}, ""original_log"": ""81110 210403 14498 INFO dfs.DataNode$DataXceiver: Receiving block blk_7347539858784653625 src: /10.250.11.194:46600 dest: /10.250.11.194:50010""}",<*> <*> <*> <*> <*>: Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Receiving block blk_<BLOCK_ID> src: /<SRC_IP_ADDRESS>:<SRC_PORT> dest: /<DEST_IP_ADDRESS>:<DEST_PORT>,"{""DATE"": ""81110"", ""TIME"": ""210403"", ""PID"": ""14498"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.DataNode$DataXceiver"", ""BLOCK_ID"": ""7347539858784653625"", ""SRC_IP_ADDRESS"": ""10.250.11.194"", ""SRC_PORT"": ""46600"", ""DEST_IP_ADDRESS"": ""10.250.11.194"", ""DEST_PORT"": ""50010""}"
856,E9,81110 210404 19 INFO dfs.FSDataset: Deleting block blk_7855353385462032387 file /mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210404"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""7855353385462032387"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir41"", ""BLOCK_ID_2"": ""7855353385462032387""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210404"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7855353385462032387"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387""}, ""original_log"": ""81110 210404 19 INFO dfs.FSDataset: Deleting block blk_7855353385462032387 file /mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210404"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""7855353385462032387"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387""}"
857,E9,81110 210413 19 INFO dfs.FSDataset: Deleting block blk_3733339790842827121 file /mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210413"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""3733339790842827121"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir42"", ""BLOCK_ID_2"": ""3733339790842827121""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210413"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""3733339790842827121"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121""}, ""original_log"": ""81110 210413 19 INFO dfs.FSDataset: Deleting block blk_3733339790842827121 file /mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210413"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""3733339790842827121"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121""}"
858,E9,81110 210417 19 INFO dfs.FSDataset: Deleting block blk_-9017308542351369260 file /mnt/hadoop/dfs/data/current/subdir14/blk_-9017308542351369260,<*> <*> <*> <*> <*>: Deleting block blk_<*> file /<*>/blk_<*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID_1> file /<FILE_PATH>/blk_<BLOCK_ID_2>,"{""DATE"": ""81110"", ""TIME"": ""210417"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID_1"": ""-9017308542351369260"", ""FILE_PATH"": ""mnt/hadoop/dfs/data/current/subdir14"", ""BLOCK_ID_2"": ""-9017308542351369260""}","{""template"": ""<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>"", ""variables"": {""DATE"": ""81110"", ""TIME"": ""210417"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-9017308542351369260"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir14/blk_-9017308542351369260""}, ""original_log"": ""81110 210417 19 INFO dfs.FSDataset: Deleting block blk_-9017308542351369260 file /mnt/hadoop/dfs/data/current/subdir14/blk_-9017308542351369260""}",<*> <*> <*> <*> <*>: Deleting block blk_<*> file <*>,<DATE> <TIME> <PID> <LOG_LEVEL> <COMPONENT>: Deleting block blk_<BLOCK_ID> file <FILE_PATH>,"{""DATE"": ""81110"", ""TIME"": ""210417"", ""PID"": ""19"", ""LOG_LEVEL"": ""INFO"", ""COMPONENT"": ""dfs.FSDataset"", ""BLOCK_ID"": ""-9017308542351369260"", ""FILE_PATH"": ""/mnt/hadoop/dfs/data/current/subdir14/blk_-9017308542351369260""}"
